"SalesOrderNumber","OrderDate","ProductKey","ResellerKey","EmployeeKey","SalesTerritoryKey","Quantity","Unit Price","Sales","Cost"
"SO43668","7/7/2017 12:00:00 AM","324","514","288","6","3","419.46","1258.38","1239.4400"
"SO43668","7/7/2017 12:00:00 AM","342","514","288","6","2","419.46","838.92","826.2900"
"SO43668","7/7/2017 12:00:00 AM","264","514","288","6","3","183.94","551.82","544.4600"
"SO43668","7/7/2017 12:00:00 AM","330","514","288","6","2","419.46","838.92","826.2900"
"SO43668","7/7/2017 12:00:00 AM","334","514","288","6","2","419.46","838.92","826.2900"
"SO43668","7/7/2017 12:00:00 AM","262","514","288","6","2","183.94","367.88","362.9700"
"SO43668","7/7/2017 12:00:00 AM","235","514","288","6","1","28.84","28.84","31.7200"
"SO43668","7/7/2017 12:00:00 AM","338","514","288","6","2","419.46","838.92","826.2900"
"SO43668","7/7/2017 12:00:00 AM","275","514","288","6","4","356.90","1427.60","1408.5600"
"SO43668","7/7/2017 12:00:00 AM","319","514","288","6","6","874.79","5248.74","5308.2500"
"SO43668","7/7/2017 12:00:00 AM","326","514","288","6","4","419.46","1677.84","1652.5900"
"SO43668","7/7/2017 12:00:00 AM","285","514","288","6","3","178.58","535.74","528.6000"
"SO43668","7/7/2017 12:00:00 AM","229","514","288","6","4","28.84","115.36","126.9000"
"SO43668","7/7/2017 12:00:00 AM","253","514","288","6","3","178.58","535.74","528.6000"
"SO43668","7/7/2017 12:00:00 AM","215","514","288","6","1","20.19","20.19","12.0300"
"SO43668","7/7/2017 12:00:00 AM","276","514","288","6","3","356.90","1070.70","1056.4200"
"SO43668","7/7/2017 12:00:00 AM","328","514","288","6","3","419.46","1258.38","1239.4400"
"SO43669","7/8/2017 12:00:00 AM","304","578","289","1","1","714.70","714.70","617.0300"
"SO43670","7/8/2017 12:00:00 AM","219","504","281","3","1","5.70","5.70","3.4000"
"SO43670","7/8/2017 12:00:00 AM","218","504","281","3","2","5.70","11.40","6.7900"
"SO43670","7/8/2017 12:00:00 AM","346","504","281","3","2","2039.99","4079.98","3824.3100"
"SO43670","7/8/2017 12:00:00 AM","349","504","281","3","1","2024.99","2024.99","1898.0900"
"SO43671","7/9/2017 12:00:00 AM","314","200","289","1","1","2146.96","2146.96","2171.2900"
"SO43671","7/9/2017 12:00:00 AM","229","200","289","1","2","28.84","57.68","63.4500"
"SO43671","7/9/2017 12:00:00 AM","317","200","289","1","1","874.79","874.79","884.7100"
"SO43671","7/9/2017 12:00:00 AM","338","200","289","1","2","419.46","838.92","826.2900"
"SO43671","7/9/2017 12:00:00 AM","275","200","289","1","2","356.90","713.80","704.2800"
"SO43671","7/9/2017 12:00:00 AM","328","200","289","1","2","419.46","838.92","826.2900"
"SO43671","7/9/2017 12:00:00 AM","316","200","289","1","2","874.79","1749.58","1769.4200"
"SO43671","7/9/2017 12:00:00 AM","330","200","289","1","2","419.46","838.92","826.2900"
"SO43671","7/9/2017 12:00:00 AM","235","200","289","1","1","28.84","28.84","31.7200"
"SO43671","7/9/2017 12:00:00 AM","220","200","289","1","1","20.19","20.19","12.0300"
"SO43671","7/9/2017 12:00:00 AM","215","200","289","1","1","20.19","20.19","12.0300"
"SO43672","7/10/2017 12:00:00 AM","218","119","288","6","6","5.70","34.20","20.3800"
"SO43672","7/10/2017 12:00:00 AM","349","119","288","6","2","2024.99","4049.98","3796.1900"
"SO43672","7/10/2017 12:00:00 AM","347","119","288","6","1","2039.99","2039.99","1912.1500"
"SO43673","7/10/2017 12:00:00 AM","315","618","281","2","1","874.79","874.79","884.7100"
"SO43673","7/10/2017 12:00:00 AM","232","618","281","2","3","28.84","86.52","95.1700"
"SO43673","7/10/2017 12:00:00 AM","270","618","281","2","1","183.94","183.94","181.4900"
"SO43673","7/10/2017 12:00:00 AM","324","618","281","2","2","419.46","838.92","826.2900"
"SO43673","7/10/2017 12:00:00 AM","326","618","281","2","1","419.46","419.46","413.1500"
"SO43673","7/10/2017 12:00:00 AM","285","618","281","2","2","178.58","357.16","352.4000"
"SO43673","7/10/2017 12:00:00 AM","342","618","281","2","2","419.46","838.92","826.2900"
"SO43673","7/10/2017 12:00:00 AM","223","618","281","2","1","5.19","5.19","5.7100"
"SO43673","7/10/2017 12:00:00 AM","215","618","281","2","2","20.19","40.38","24.0600"
"SO43673","7/10/2017 12:00:00 AM","220","618","281","2","1","20.19","20.19","12.0300"
"SO43673","7/10/2017 12:00:00 AM","212","618","281","2","4","20.19","80.76","48.1100"
"SO43674","7/12/2017 12:00:00 AM","319","83","288","6","3","874.79","2624.37","2654.1200"
"SO43675","7/14/2017 12:00:00 AM","324","670","283","3","4","419.46","1677.84","1652.5900"
"SO43675","7/14/2017 12:00:00 AM","220","670","283","3","5","20.19","100.95","60.1400"
"SO43675","7/14/2017 12:00:00 AM","285","670","283","3","2","178.58","357.16","352.4000"
"SO43675","7/14/2017 12:00:00 AM","215","670","283","3","1","20.19","20.19","12.0300"
"SO43675","7/14/2017 12:00:00 AM","326","670","283","3","2","419.46","838.92","826.2900"
"SO43675","7/14/2017 12:00:00 AM","319","670","283","3","2","874.79","1749.58","1769.4200"
"SO43675","7/14/2017 12:00:00 AM","223","670","283","3","2","5.19","10.38","11.4100"
"SO43675","7/14/2017 12:00:00 AM","315","670","283","3","1","874.79","874.79","884.7100"
"SO43675","7/14/2017 12:00:00 AM","232","670","283","3","3","28.84","86.52","95.1700"
"SO43676","7/15/2017 12:00:00 AM","349","17","281","5","2","2024.99","4049.98","3796.1900"
"SO43676","7/15/2017 12:00:00 AM","351","17","281","5","2","2024.99","4049.98","3796.1900"
"SO43676","7/15/2017 12:00:00 AM","219","17","281","5","1","5.70","5.70","3.4000"
"SO43676","7/15/2017 12:00:00 AM","348","17","281","5","3","2024.99","6074.97","5694.2800"
"SO43676","7/15/2017 12:00:00 AM","218","17","281","5","4","5.70","22.80","13.5900"
"SO43677","7/16/2017 12:00:00 AM","232","679","284","6","3","28.84","86.52","95.1700"
"SO43677","7/16/2017 12:00:00 AM","314","679","284","6","1","2146.96","2146.96","2171.2900"
"SO43677","7/16/2017 12:00:00 AM","319","679","284","6","1","874.79","874.79","884.7100"
"SO43677","7/16/2017 12:00:00 AM","342","679","284","6","1","419.46","419.46","413.1500"
"SO43677","7/16/2017 12:00:00 AM","215","679","284","6","2","20.19","40.38","24.0600"
"SO43677","7/16/2017 12:00:00 AM","322","679","284","6","4","419.46","1677.84","1652.5900"
"SO43677","7/16/2017 12:00:00 AM","332","679","284","6","2","419.46","838.92","826.2900"
"SO43677","7/16/2017 12:00:00 AM","328","679","284","6","1","419.46","419.46","413.1500"
"SO43677","7/16/2017 12:00:00 AM","223","679","284","6","5","5.19","25.95","28.5300"
"SO43677","7/16/2017 12:00:00 AM","212","679","284","6","1","20.19","20.19","12.0300"
"SO43677","7/16/2017 12:00:00 AM","315","679","284","6","1","874.79","874.79","884.7100"
"SO43677","7/16/2017 12:00:00 AM","270","679","284","6","2","183.94","367.88","362.9700"
"SO43678","7/18/2017 12:00:00 AM","322","203","287","4","1","419.46","419.46","413.1500"
"SO43678","7/18/2017 12:00:00 AM","285","203","287","4","2","178.58","357.16","352.4000"
"SO43678","7/18/2017 12:00:00 AM","332","203","287","4","1","419.46","419.46","413.1500"
"SO43678","7/18/2017 12:00:00 AM","275","203","287","4","2","356.90","713.80","704.2800"
"SO43678","7/18/2017 12:00:00 AM","326","203","287","4","3","419.46","1258.38","1239.4400"
"SO43678","7/18/2017 12:00:00 AM","324","203","287","4","2","419.46","838.92","826.2900"
"SO43678","7/18/2017 12:00:00 AM","223","203","287","4","3","5.19","15.57","17.1200"
"SO43678","7/18/2017 12:00:00 AM","215","203","287","4","4","20.19","80.76","48.1100"
"SO43678","7/18/2017 12:00:00 AM","270","203","287","4","2","183.94","367.88","362.9700"
"SO43678","7/18/2017 12:00:00 AM","317","203","287","4","1","874.79","874.79","884.7100"
"SO43678","7/18/2017 12:00:00 AM","262","203","287","4","2","183.94","367.88","362.9700"
"SO43678","7/18/2017 12:00:00 AM","235","203","287","4","1","28.84","28.84","31.7200"
"SO43678","7/18/2017 12:00:00 AM","342","203","287","4","1","419.46","419.46","413.1500"
"SO43678","7/18/2017 12:00:00 AM","319","203","287","4","2","874.79","1749.58","1769.4200"
"SO43678","7/18/2017 12:00:00 AM","232","203","287","4","2","28.84","57.68","63.4500"
"SO43678","7/18/2017 12:00:00 AM","315","203","287","4","1","874.79","874.79","884.7100"
"SO43678","7/18/2017 12:00:00 AM","316","203","287","4","1","874.79","874.79","884.7100"
"SO43678","7/18/2017 12:00:00 AM","220","203","287","4","3","20.19","60.57","36.0800"
"SO43678","7/18/2017 12:00:00 AM","212","203","287","4","1","20.19","20.19","12.0300"
"SO43679","7/18/2017 12:00:00 AM","322","480","284","6","1","419.46","419.46","413.1500"
"SO43679","7/18/2017 12:00:00 AM","342","480","284","6","2","419.46","838.92","826.2900"
"SO43679","7/18/2017 12:00:00 AM","232","480","284","6","2","28.84","57.68","63.4500"
"SO43680","7/18/2017 12:00:00 AM","322","491","287","4","3","419.46","1258.38","1239.4400"
"SO43680","7/18/2017 12:00:00 AM","317","491","287","4","2","874.79","1749.58","1769.4200"
"SO43680","7/18/2017 12:00:00 AM","285","491","287","4","2","178.58","357.16","352.4000"
"SO43680","7/18/2017 12:00:00 AM","212","491","287","4","4","20.19","80.76","48.1100"
"SO43680","7/18/2017 12:00:00 AM","270","491","287","4","1","183.94","183.94","181.4900"
"SO43680","7/18/2017 12:00:00 AM","220","491","287","4","1","20.19","20.19","12.0300"
"SO43680","7/18/2017 12:00:00 AM","232","491","287","4","2","28.84","57.68","63.4500"
"SO43680","7/18/2017 12:00:00 AM","262","491","287","4","2","183.94","367.88","362.9700"
"SO43680","7/18/2017 12:00:00 AM","319","491","287","4","1","874.79","874.79","884.7100"
"SO43680","7/18/2017 12:00:00 AM","324","491","287","4","1","419.46","419.46","413.1500"
"SO43680","7/18/2017 12:00:00 AM","314","491","287","4","2","2146.96","4293.92","4342.5900"
"SO43680","7/18/2017 12:00:00 AM","215","491","287","4","2","20.19","40.38","24.0600"
"SO43680","7/18/2017 12:00:00 AM","332","491","287","4","3","419.46","1258.38","1239.4400"
"SO43680","7/18/2017 12:00:00 AM","223","491","287","4","3","5.19","15.57","17.1200"
"SO43680","7/18/2017 12:00:00 AM","328","491","287","4","1","419.46","419.46","413.1500"
"SO43681","7/19/2017 12:00:00 AM","232","423","285","5","6","28.84","173.04","190.3500"
"SO43681","7/19/2017 12:00:00 AM","326","423","285","5","5","419.46","2097.30","2065.7300"
"SO43681","7/19/2017 12:00:00 AM","275","423","285","5","1","356.90","356.90","352.1400"
"SO43681","7/19/2017 12:00:00 AM","212","423","285","5","1","20.19","20.19","12.0300"
"SO43681","7/19/2017 12:00:00 AM","270","423","285","5","1","183.94","183.94","181.4900"
"SO43681","7/19/2017 12:00:00 AM","215","423","285","5","2","20.19","40.38","24.0600"
"SO43681","7/19/2017 12:00:00 AM","342","423","285","5","3","419.46","1258.38","1239.4400"
"SO43681","7/19/2017 12:00:00 AM","272","423","285","5","2","183.94","367.88","362.9700"
"SO43681","7/19/2017 12:00:00 AM","319","423","285","5","3","874.79","2624.37","2654.1200"
"SO43681","7/19/2017 12:00:00 AM","338","423","285","5","1","419.46","419.46","413.1500"
"SO43681","7/19/2017 12:00:00 AM","324","423","285","5","2","419.46","838.92","826.2900"
"SO43681","7/19/2017 12:00:00 AM","285","423","285","5","2","178.58","357.16","352.4000"
"SO43681","7/19/2017 12:00:00 AM","314","423","285","5","1","2146.96","2146.96","2171.2900"
"SO43681","7/19/2017 12:00:00 AM","229","423","285","5","2","28.84","57.68","63.4500"
"SO43681","7/19/2017 12:00:00 AM","330","423","285","5","2","419.46","838.92","826.2900"
"SO43681","7/19/2017 12:00:00 AM","322","423","285","5","2","419.46","838.92","826.2900"
"SO43681","7/19/2017 12:00:00 AM","317","423","285","5","1","874.79","874.79","884.7100"
"SO43681","7/19/2017 12:00:00 AM","235","423","285","5","2","28.84","57.68","63.4500"
"SO43681","7/19/2017 12:00:00 AM","220","423","285","5","2","20.19","40.38","24.0600"
"SO43681","7/19/2017 12:00:00 AM","262","423","285","5","1","183.94","183.94","181.4900"
"SO43681","7/19/2017 12:00:00 AM","223","423","285","5","2","5.19","10.38","11.4100"
"SO43682","7/19/2017 12:00:00 AM","319","486","281","2","2","874.79","1749.58","1769.4200"
"SO43682","7/19/2017 12:00:00 AM","326","486","281","2","1","419.46","419.46","413.1500"
"SO43682","7/19/2017 12:00:00 AM","322","486","281","2","2","419.46","838.92","826.2900"
"SO43682","7/19/2017 12:00:00 AM","342","486","281","2","2","419.46","838.92","826.2900"
"SO43682","7/19/2017 12:00:00 AM","232","486","281","2","1","28.84","28.84","31.7200"
"SO43683","7/19/2017 12:00:00 AM","349","506","289","1","2","2024.99","4049.98","3796.1900"
"SO43683","7/19/2017 12:00:00 AM","232","506","289","1","2","28.84","57.68","63.4500"
"SO43683","7/19/2017 12:00:00 AM","346","506","289","1","2","2039.99","4079.98","3824.3100"
"SO43683","7/19/2017 12:00:00 AM","347","506","289","1","1","2039.99","2039.99","1912.1500"
"SO43683","7/19/2017 12:00:00 AM","215","506","289","1","1","20.19","20.19","12.0300"
"SO43683","7/19/2017 12:00:00 AM","220","506","289","1","2","20.19","40.38","24.0600"
"SO43683","7/19/2017 12:00:00 AM","223","506","289","1","3","5.19","15.57","17.1200"
"SO43683","7/19/2017 12:00:00 AM","348","506","289","1","4","2024.99","8099.96","7592.3800"
"SO43683","7/19/2017 12:00:00 AM","350","506","289","1","6","2024.99","12149.94","11388.5700"
"SO43683","7/19/2017 12:00:00 AM","345","506","289","1","1","2039.99","2039.99","1912.1500"
"SO43683","7/19/2017 12:00:00 AM","212","506","289","1","3","20.19","60.57","36.0800"
"SO43683","7/19/2017 12:00:00 AM","351","506","289","1","5","2024.99","10124.95","9490.4700"
"SO43683","7/19/2017 12:00:00 AM","218","506","289","1","6","5.70","34.20","20.3800"
"SO43684","7/21/2017 12:00:00 AM","315","549","285","5","2","874.79","1749.58","1769.4200"
"SO43684","7/21/2017 12:00:00 AM","326","549","285","5","2","419.46","838.92","826.2900"
"SO43684","7/21/2017 12:00:00 AM","322","549","285","5","1","419.46","419.46","413.1500"
"SO43684","7/21/2017 12:00:00 AM","319","549","285","5","2","874.79","1749.58","1769.4200"
"SO43684","7/21/2017 12:00:00 AM","342","549","285","5","1","419.46","419.46","413.1500"
"SO43684","7/21/2017 12:00:00 AM","328","549","285","5","1","419.46","419.46","413.1500"
"SO43685","7/21/2017 12:00:00 AM","332","458","285","5","3","419.46","1258.38","1239.4400"
"SO43685","7/21/2017 12:00:00 AM","328","458","285","5","1","419.46","419.46","413.1500"
"SO43685","7/21/2017 12:00:00 AM","315","458","285","5","1","874.79","874.79","884.7100"
"SO43685","7/21/2017 12:00:00 AM","262","458","285","5","1","183.94","183.94","181.4900"
"SO43686","7/22/2017 12:00:00 AM","319","344","289","1","3","874.79","2624.37","2654.1200"
"SO43686","7/22/2017 12:00:00 AM","326","344","289","1","1","419.46","419.46","413.1500"
"SO43686","7/22/2017 12:00:00 AM","342","344","289","1","1","419.46","419.46","413.1500"
"SO43687","7/23/2017 12:00:00 AM","338","269","281","2","1","419.46","419.46","413.1500"
"SO43687","7/23/2017 12:00:00 AM","332","269","281","2","2","419.46","838.92","826.2900"
"SO43688","7/23/2017 12:00:00 AM","262","161","281","2","1","183.94","183.94","181.4900"
"SO43688","7/23/2017 12:00:00 AM","322","161","281","2","2","419.46","838.92","826.2900"
"SO43688","7/23/2017 12:00:00 AM","326","161","281","2","3","419.46","1258.38","1239.4400"
"SO43688","7/23/2017 12:00:00 AM","285","161","281","2","1","178.58","178.58","176.2000"
"SO43688","7/23/2017 12:00:00 AM","328","161","281","2","1","419.46","419.46","413.1500"
"SO43688","7/23/2017 12:00:00 AM","270","161","281","2","2","183.94","367.88","362.9700"
"SO43688","7/23/2017 12:00:00 AM","315","161","281","2","2","874.79","1749.58","1769.4200"
"SO43688","7/23/2017 12:00:00 AM","319","161","281","2","2","874.79","1749.58","1769.4200"
"SO43688","7/23/2017 12:00:00 AM","332","161","281","2","3","419.46","1258.38","1239.4400"
"SO43688","7/23/2017 12:00:00 AM","342","161","281","2","1","419.46","419.46","413.1500"
"SO43688","7/23/2017 12:00:00 AM","314","161","281","2","2","2146.96","4293.92","4342.5900"
"SO43689","7/24/2017 12:00:00 AM","330","166","283","4","3","419.46","1258.38","1239.4400"
"SO43689","7/24/2017 12:00:00 AM","285","166","283","4","2","178.58","357.16","352.4000"
"SO43689","7/24/2017 12:00:00 AM","262","166","283","4","2","183.94","367.88","362.9700"
"SO43689","7/24/2017 12:00:00 AM","314","166","283","4","1","2146.96","2146.96","2171.2900"
"SO43689","7/24/2017 12:00:00 AM","316","166","283","4","2","874.79","1749.58","1769.4200"
"SO43689","7/24/2017 12:00:00 AM","334","166","283","4","4","419.46","1677.84","1652.5900"
"SO43689","7/24/2017 12:00:00 AM","342","166","283","4","2","419.46","838.92","826.2900"
"SO43689","7/24/2017 12:00:00 AM","322","166","283","4","7","419.46","2936.22","2892.0200"
"SO43689","7/24/2017 12:00:00 AM","264","166","283","4","3","183.94","551.82","544.4600"
"SO43689","7/24/2017 12:00:00 AM","253","166","283","4","1","178.58","178.58","176.2000"
"SO43689","7/24/2017 12:00:00 AM","328","166","283","4","6","419.46","2516.76","2478.8800"
"SO43689","7/24/2017 12:00:00 AM","270","166","283","4","2","183.94","367.88","362.9700"
"SO43689","7/24/2017 12:00:00 AM","272","166","283","4","2","183.94","367.88","362.9700"
"SO43689","7/24/2017 12:00:00 AM","275","166","283","4","2","356.90","713.80","704.2800"
"SO43689","7/24/2017 12:00:00 AM","332","166","283","4","5","419.46","2097.30","2065.7300"
"SO43689","7/24/2017 12:00:00 AM","338","166","283","4","2","419.46","838.92","826.2900"
"SO43689","7/24/2017 12:00:00 AM","324","166","283","4","2","419.46","838.92","826.2900"
"SO43689","7/24/2017 12:00:00 AM","319","166","283","4","3","874.79","2624.37","2654.1200"
"SO43689","7/24/2017 12:00:00 AM","310","166","283","4","2","2146.96","4293.92","4342.5900"
"SO43689","7/24/2017 12:00:00 AM","326","166","283","4","9","419.46","3775.14","3718.3200"
"SO43689","7/24/2017 12:00:00 AM","315","166","283","4","4","874.79","3499.16","3538.8300"
"SO43690","7/25/2017 12:00:00 AM","232","431","281","3","1","28.84","28.84","31.7200"
"SO43690","7/25/2017 12:00:00 AM","342","431","281","3","1","419.46","419.46","413.1500"
"SO43690","7/25/2017 12:00:00 AM","223","431","281","3","2","5.19","10.38","11.4100"
"SO43690","7/25/2017 12:00:00 AM","322","431","281","3","2","419.46","838.92","826.2900"
"SO43691","7/25/2017 12:00:00 AM","319","292","283","4","1","874.79","874.79","884.7100"
"SO43692","7/27/2017 12:00:00 AM","342","221","287","4","5","419.46","2097.30","2065.7300"
