DateKey,Flight,Departure Airport,Scheduled Departure Time,Actual Departure Time,Arrival Airport,Scheduled Arrival Time,Actual Arrival Time
20210708,TTA10,SEA,06:10,06:24,LAX,08:55,09:01
20210708,TTA30,SEA,06:15,06:26,PDX,07:15,08:51
20210708,TTA20,SEA,06:30,06:42,SFO,08:40,08:45
20210708,TTA31,PDX,08:15,08:34,SEA,09:15,09:15
20210708,TTA11,LAX,09:50,09:53,SEA,12:35,12:48
20210708,TTA21,SFO,10:05,10:00,SEA,12:15,12:11
20210708,TTA32,SEA,10:15,10:27,PDX,11:15,11:23
20210708,TTA33,PDX,12:15,12:25,SEA,13:15,13:11
20210708,TTA22,SEA,13:35,13:28,SFO,15:45,15:48
20210708,TTA12,SEA,14:05,14:10,LAX,16:50,16:49
20210708,TTA34,SEA,14:15,14:28,PDX,15:15,15:18
20210708,TTA35,PDX,16:15,17:15,SEA,17:15,17:20
20210708,TTA23,SFO,17:35,17:41,SEA,19:45,19:50
20210708,TTA13,LAX,18:05,18:15,SEA,20:50,20:55
20210708,TTA36,SEA,18:15,18:20,PDX,19:15,19:25
20210708,TTA37,PDX,20:15,20:26,SEA,21:15,21:21
20210709,TTA10,SEA,06:10,06:11,LAX,08:55,08:50
20210709,TTA30,SEA,06:15,06:18,PDX,07:15,07:22
20210709,TTA20,SEA,06:30,06:34,SFO,08:40,08:50
20210709,TTA31,PDX,08:15,08:19,SEA,09:15,09:15
20210709,TTA11,LAX,09:50,09:55,SEA,12:35,12:44
20210709,TTA21,SFO,10:05,10:11,SEA,12:15,12:16
20210709,TTA32,SEA,10:15,10:24,PDX,11:15,12:15
20210709,TTA33,PDX,12:15,12:16,SEA,13:15,13:23
20210709,TTA22,SEA,13:35,13:34,SFO,15:45,15:52
20210709,TTA12,SEA,14:05,14:09,LAX,16:50,16:45
20210709,TTA34,SEA,14:15,14:28,PDX,15:15,15:23
20210709,TTA35,PDX,16:15,16:13,SEA,17:15,17:11
20210709,TTA23,SFO,17:35,17:46,SEA,19:45,19:48
20210709,TTA13,LAX,18:05,18:17,SEA,20:50,21:09
20210709,TTA36,SEA,18:15,18:25,PDX,19:15,19:27
20210709,TTA37,PDX,20:15,21:50,SEA,21:15,21:14
20210710,TTA30,SEA,06:15,06:09,PDX,07:15,07:24
20210710,TTA10,SEA,06:10,06:10,LAX,08:55,09:01
20210710,TTA20,SEA,06:30,06:28,SFO,08:40,08:44
20210710,TTA31,PDX,08:15,08:10,SEA,09:15,09:12
20210710,TTA11,LAX,09:50,09:48,SEA,12:35,12:41
20210710,TTA32,SEA,10:15,10:10,PDX,11:15,11:30
20210710,TTA21,SFO,10:05,10:14,SEA,12:15,12:13
20210710,TTA33,PDX,12:15,12:20,SEA,13:15,13:22
20210710,TTA22,SEA,13:35,13:35,SFO,15:45,15:59
20210710,TTA12,SEA,14:05,14:07,LAX,16:50,16:46
20210710,TTA34,SEA,14:15,14:55,PDX,15:15,15:11
20210710,TTA35,PDX,16:15,16:55,SEA,17:15,17:20
20210710,TTA23,SFO,17:35,17:38,SEA,19:45,20:40
20210710,TTA13,LAX,18:05,18:01,SEA,20:50,21:00
20210710,TTA36,SEA,18:15,18:15,PDX,19:15,19:24
20210710,TTA37,PDX,20:15,20:24,SEA,21:15,21:17
20210711,TTA30,SEA,06:15,06:20,PDX,07:15,07:11
20210711,TTA20,SEA,06:30,06:30,SFO,08:40,09:35
20210711,TTA10,SEA,06:10,06:51,LAX,08:55,08:50
20210711,TTA31,PDX,08:15,08:11,SEA,09:15,09:12
20210711,TTA11,LAX,09:50,09:46,SEA,12:35,12:54
20210711,TTA32,SEA,10:15,10:19,PDX,11:15,12:51
20210711,TTA21,SFO,10:05,10:23,SEA,12:15,12:35
20210711,TTA33,PDX,12:15,12:16,SEA,13:15,13:11
20210711,TTA22,SEA,13:35,13:34,SFO,15:45,15:56
20210711,TTA34,SEA,14:15,14:13,PDX,15:15,15:21
20210711,TTA12,SEA,14:05,14:17,LAX,16:50,16:51
20210711,TTA35,PDX,16:15,16:16,SEA,17:15,18:10
20210711,TTA23,SFO,17:35,17:42,SEA,19:45,19:42
20210711,TTA13,LAX,18:05,18:10,SEA,20:50,22:26
20210711,TTA36,SEA,18:15,18:16,PDX,19:15,19:23
20210711,TTA37,PDX,20:15,20:15,SEA,21:15,21:30
20210712,TTA10,SEA,06:10,06:10,LAX,08:55,09:04
20210712,TTA30,SEA,06:15,06:25,PDX,07:15,07:33
20210712,TTA20,SEA,06:30,06:39,SFO,08:40,08:36
20210712,TTA31,PDX,08:15,08:11,SEA,09:15,09:14
20210712,TTA11,LAX,09:50,09:52,SEA,12:35,12:36
20210712,TTA21,SFO,10:05,10:18,SEA,12:15,12:22
20210712,TTA32,SEA,10:15,10:23,PDX,11:15,11:22
20210712,TTA33,PDX,12:15,12:21,SEA,13:15,13:24
20210712,TTA22,SEA,13:35,13:46,SFO,15:45,15:46
20210712,TTA12,SEA,14:05,13:59,LAX,16:50,16:57
20210712,TTA34,SEA,14:15,14:22,PDX,15:15,15:19
20210712,TTA35,PDX,16:15,16:17,SEA,17:15,17:08
20210712,TTA23,SFO,17:35,17:38,SEA,19:45,19:47
20210712,TTA36,SEA,18:15,18:09,PDX,19:15,19:19
20210712,TTA13,LAX,18:05,18:14,SEA,20:50,20:46
20210712,TTA37,PDX,20:15,20:16,SEA,21:15,21:25
20210713,TTA30,SEA,06:15,06:16,PDX,07:15,07:17
20210713,TTA20,SEA,06:30,06:31,SFO,08:40,08:40
20210713,TTA10,SEA,06:10,06:51,LAX,08:55,08:53
20210713,TTA31,PDX,08:15,08:22,SEA,09:15,09:21
20210713,TTA11,LAX,09:50,09:46,SEA,12:35,12:43
20210713,TTA21,SFO,10:05,10:07,SEA,12:15,12:25
20210713,TTA32,SEA,10:15,10:19,PDX,11:15,11:34
20210713,TTA33,PDX,12:15,12:22,SEA,13:15,13:24
20210713,TTA22,SEA,13:35,13:33,SFO,15:45,15:48
20210713,TTA34,SEA,14:15,14:10,PDX,15:15,15:27
20210713,TTA12,SEA,14:05,14:11,LAX,16:50,16:59
20210713,TTA35,PDX,16:15,16:15,SEA,17:15,17:11
20210713,TTA23,SFO,17:35,17:37,SEA,19:45,19:50
20210713,TTA36,SEA,18:15,18:13,PDX,19:15,19:17
20210713,TTA13,LAX,18:05,18:14,SEA,20:50,20:54
20210713,TTA37,PDX,20:15,20:20,SEA,21:15,21:57
20210714,TTA10,SEA,06:10,06:19,LAX,08:55,09:03
20210714,TTA30,SEA,06:15,06:22,PDX,07:15,07:23
20210714,TTA20,SEA,06:30,06:34,SFO,08:40,08:44
20210714,TTA31,PDX,08:15,08:26,SEA,09:15,09:15
20210714,TTA11,LAX,09:50,09:56,SEA,12:35,12:33
20210714,TTA21,SFO,10:05,10:17,SEA,12:15,12:15
20210714,TTA32,SEA,10:15,10:27,PDX,11:15,11:15
20210714,TTA33,PDX,12:15,12:27,SEA,13:15,13:23
20210714,TTA22,SEA,13:35,13:39,SFO,15:45,15:54
20210714,TTA34,SEA,14:15,14:12,PDX,15:15,15:21
20210714,TTA12,SEA,14:05,14:14,LAX,16:50,16:54
20210714,TTA35,PDX,16:15,16:18,SEA,17:15,17:18
20210714,TTA23,SFO,17:35,17:35,SEA,19:45,19:41
20210714,TTA13,LAX,18:05,18:12,SEA,20:50,20:52
20210714,TTA36,SEA,18:15,18:57,PDX,19:15,19:08
20210714,TTA37,PDX,20:15,20:15,SEA,21:15,21:15
20210715,TTA13,LAX,18:05,,SEA,20:50,
20210715,TTA12,SEA,14:05,,LAX,16:50,
20210715,TTA30,SEA,06:15,06:16,PDX,07:15,08:50
20210715,TTA10,SEA,06:10,06:27,LAX,08:55,09:09
20210715,TTA20,SEA,06:30,06:29,SFO,08:40,08:40
20210715,TTA31,PDX,08:15,09:50,SEA,09:15,09:12
20210715,TTA21,SFO,10:05,10:04,SEA,12:15,12:27
20210715,TTA32,SEA,10:15,10:27,PDX,11:15,12:15
20210715,TTA11,LAX,09:50,10:50,SEA,12:35,12:44
20210715,TTA33,PDX,12:15,12:31,SEA,13:15,13:17
20210715,TTA22,SEA,13:35,13:42,SFO,15:45,15:41
20210715,TTA34,SEA,14:15,14:21,PDX,15:15,15:35
20210715,TTA35,PDX,16:15,16:23,SEA,17:15,17:17
20210715,TTA23,SFO,17:35,17:36,SEA,19:45,19:50
20210715,TTA36,SEA,18:15,18:23,PDX,19:15,19:25
20210715,TTA37,PDX,20:15,20:22,SEA,21:15,21:11
20210716,TTA13,LAX,18:05,,SEA,20:50,
20210716,TTA12,SEA,14:05,,LAX,16:50,
20210716,TTA10,SEA,06:10,06:20,LAX,08:55,08:55
20210716,TTA20,SEA,06:30,06:30,SFO,08:40,08:39
20210716,TTA30,SEA,06:15,06:33,PDX,07:15,07:18
20210716,TTA31,PDX,08:15,08:20,SEA,09:15,09:20
20210716,TTA11,LAX,09:50,09:48,SEA,12:35,12:33
20210716,TTA32,SEA,10:15,10:11,PDX,11:15,12:15
20210716,TTA21,SFO,10:05,10:22,SEA,12:15,12:24
20210716,TTA33,PDX,12:15,12:10,SEA,13:15,13:15
20210716,TTA22,SEA,13:35,13:44,SFO,15:45,15:40
20210716,TTA34,SEA,14:15,14:57,PDX,15:15,15:12
20210716,TTA35,PDX,16:15,16:13,SEA,17:15,17:24
20210716,TTA23,SFO,17:35,17:43,SEA,19:45,19:46
20210716,TTA36,SEA,18:15,18:09,PDX,19:15,19:21
20210716,TTA37,PDX,20:15,20:27,SEA,21:15,21:16
20210717,TTA10,SEA,06:10,06:19,LAX,08:55,09:02
20210717,TTA30,SEA,06:15,06:24,PDX,07:15,07:31
20210717,TTA20,SEA,06:30,06:26,SFO,08:40,08:34
20210717,TTA31,PDX,08:15,08:21,SEA,09:15,09:17
20210717,TTA11,LAX,09:50,09:51,SEA,12:35,13:17
20210717,TTA21,SFO,10:05,10:04,SEA,12:15,12:11
20210717,TTA32,SEA,10:15,10:30,PDX,11:15,11:24
20210717,TTA33,PDX,12:15,12:13,SEA,13:15,13:21
20210717,TTA22,SEA,13:35,13:39,SFO,15:45,16:45
20210717,TTA34,SEA,14:15,14:34,PDX,15:15,15:33
20210717,TTA12,SEA,14:05,14:46,LAX,16:50,17:03
20210717,TTA35,PDX,16:15,16:20,SEA,17:15,17:33
20210717,TTA23,SFO,17:35,17:45,SEA,19:45,20:02
20210717,TTA13,LAX,18:05,18:06,SEA,20:50,20:52
20210717,TTA36,SEA,18:15,19:50,PDX,19:15,19:10
20210717,TTA37,PDX,20:15,20:18,SEA,21:15,21:22
20210718,TTA30,SEA,06:15,06:22,PDX,07:15,07:15
20210718,TTA10,SEA,06:10,06:29,LAX,08:55,08:51
20210718,TTA20,SEA,06:30,06:31,SFO,08:40,08:42
20210718,TTA31,PDX,08:15,08:24,SEA,09:15,09:24
20210718,TTA11,LAX,09:50,09:54,SEA,12:35,12:38
20210718,TTA21,SFO,10:05,10:05,SEA,12:15,12:25
20210718,TTA32,SEA,10:15,10:20,PDX,11:15,11:14
20210718,TTA33,PDX,12:15,12:24,SEA,13:15,13:11
20210718,TTA22,SEA,13:35,13:35,SFO,15:45,15:53
20210718,TTA12,SEA,14:05,14:06,LAX,16:50,17:09
20210718,TTA34,SEA,14:15,14:22,PDX,15:15,15:20
20210718,TTA35,PDX,16:15,16:32,SEA,17:15,17:24
20210718,TTA23,SFO,17:35,17:37,SEA,19:45,19:45
20210718,TTA13,LAX,18:05,18:14,SEA,20:50,21:00
20210718,TTA36,SEA,18:15,18:19,PDX,19:15,19:16
20210718,TTA37,PDX,20:15,20:23,SEA,21:15,21:11
20210719,TTA10,SEA,06:10,06:16,LAX,08:55,08:55
20210719,TTA30,SEA,06:15,06:24,PDX,07:15,07:12
20210719,TTA20,SEA,06:30,06:39,SFO,08:40,08:33
20210719,TTA31,PDX,08:15,08:32,SEA,09:15,09:25
20210719,TTA11,LAX,09:50,09:56,SEA,12:35,12:34
20210719,TTA21,SFO,10:05,10:01,SEA,12:15,12:15
20210719,TTA32,SEA,10:15,10:20,PDX,11:15,11:34
20210719,TTA22,SEA,13:35,13:39,SFO,15:45,15:56
20210719,TTA33,PDX,12:15,13:50,SEA,13:15,13:13
20210719,TTA12,SEA,14:05,14:02,LAX,16:50,16:54
20210719,TTA34,SEA,14:15,14:23,PDX,15:15,15:09
20210719,TTA35,PDX,16:15,16:22,SEA,17:15,17:19
20210719,TTA23,SFO,17:35,17:35,SEA,19:45,19:52
20210719,TTA13,LAX,18:05,18:16,SEA,20:50,20:50
20210719,TTA36,SEA,18:15,18:21,PDX,19:15,19:21
20210719,TTA37,PDX,20:15,20:21,SEA,21:15,21:14
20210720,TTA23,SFO,17:35,,SEA,19:45,
20210720,TTA22,SEA,13:35,,SFO,15:45,
20210720,TTA30,SEA,06:15,06:23,PDX,07:15,07:22
20210720,TTA20,SEA,06:30,06:32,SFO,08:40,08:56
20210720,TTA10,SEA,06:10,06:51,LAX,08:55,08:58
20210720,TTA31,PDX,08:15,08:11,SEA,09:15,09:56
20210720,TTA11,LAX,09:50,09:44,SEA,12:35,12:33
20210720,TTA21,SFO,10:05,10:18,SEA,12:15,12:23
20210720,TTA32,SEA,10:15,10:22,PDX,11:15,11:14
20210720,TTA33,PDX,12:15,12:22,SEA,13:15,13:34
20210720,TTA34,SEA,14:15,14:18,PDX,15:15,15:21
20210720,TTA12,SEA,14:05,14:23,LAX,16:50,16:52
20210720,TTA35,PDX,16:15,16:21,SEA,17:15,17:30
20210720,TTA36,SEA,18:15,18:25,PDX,19:15,19:24
20210720,TTA13,LAX,18:05,18:46,SEA,20:50,20:49
20210720,TTA37,PDX,20:15,20:15,SEA,21:15,21:25
20210721,TTA10,SEA,06:10,06:14,LAX,08:55,09:05
20210721,TTA30,SEA,06:15,06:24,PDX,07:15,07:29
20210721,TTA20,SEA,06:30,06:31,SFO,08:40,08:43
20210721,TTA31,PDX,08:15,08:24,SEA,09:15,09:18
20210721,TTA11,LAX,09:50,09:48,SEA,12:35,14:11
20210721,TTA32,SEA,10:15,10:27,PDX,11:15,11:15
20210721,TTA21,SFO,10:05,10:45,SEA,12:15,12:14
20210721,TTA33,PDX,12:15,12:11,SEA,13:15,13:19
20210721,TTA22,SEA,13:35,13:39,SFO,15:45,15:43
20210721,TTA34,SEA,14:15,14:15,PDX,15:15,15:22
20210721,TTA12,SEA,14:05,15:40,LAX,16:50,16:48
20210721,TTA35,PDX,16:15,16:57,SEA,17:15,17:25
20210721,TTA23,SFO,17:35,17:47,SEA,19:45,19:53
20210721,TTA13,LAX,18:05,18:04,SEA,20:50,20:46
20210721,TTA36,SEA,18:15,18:19,PDX,19:15,19:11
20210721,TTA37,PDX,20:15,20:10,SEA,21:15,21:12
20210722,TTA10,SEA,06:10,06:20,LAX,08:55,09:00
20210722,TTA30,SEA,06:15,06:23,PDX,07:15,07:18
20210722,TTA20,SEA,06:30,06:31,SFO,08:40,08:51
20210722,TTA31,PDX,08:15,08:18,SEA,09:15,09:16
20210722,TTA11,LAX,09:50,09:47,SEA,12:35,12:36
20210722,TTA21,SFO,10:05,10:05,SEA,12:15,12:10
20210722,TTA32,SEA,10:15,10:13,PDX,11:15,11:31
20210722,TTA33,PDX,12:15,12:14,SEA,13:15,13:10
20210722,TTA22,SEA,13:35,13:41,SFO,15:45,17:20
20210722,TTA12,SEA,14:05,14:05,LAX,16:50,16:46
20210722,TTA34,SEA,14:15,14:15,PDX,15:15,15:20
20210722,TTA35,PDX,16:15,16:32,SEA,17:15,17:16
20210722,TTA23,SFO,17:35,17:36,SEA,19:45,19:48
20210722,TTA13,LAX,18:05,18:03,SEA,20:50,20:51
20210722,TTA36,SEA,18:15,18:18,PDX,19:15,19:55
20210722,TTA37,PDX,20:15,20:32,SEA,21:15,21:08
20210723,TTA30,SEA,06:15,06:10,PDX,07:15,07:17
20210723,TTA10,SEA,06:10,06:12,LAX,08:55,09:11
20210723,TTA20,SEA,06:30,06:35,SFO,08:40,08:47
20210723,TTA31,PDX,08:15,08:15,SEA,09:15,09:15
20210723,TTA11,LAX,09:50,10:03,SEA,12:35,12:36
20210723,TTA21,SFO,10:05,10:07,SEA,12:15,12:11
20210723,TTA32,SEA,10:15,10:16,PDX,11:15,11:10
20210723,TTA33,PDX,12:15,12:20,SEA,13:15,13:10
20210723,TTA22,SEA,13:35,13:41,SFO,15:45,15:44
20210723,TTA12,SEA,14:05,14:05,LAX,16:50,17:07
20210723,TTA34,SEA,14:15,14:19,PDX,15:15,15:10
20210723,TTA35,PDX,16:15,16:11,SEA,17:15,17:09
20210723,TTA23,SFO,17:35,17:39,SEA,19:45,19:50
20210723,TTA36,SEA,18:15,18:11,PDX,19:15,19:13
20210723,TTA13,LAX,18:05,18:13,SEA,20:50,21:50
20210723,TTA37,PDX,20:15,20:27,SEA,21:15,21:15
20210724,TTA10,SEA,06:10,06:11,LAX,08:55,08:52
20210724,TTA30,SEA,06:15,06:19,PDX,07:15,07:21
20210724,TTA20,SEA,06:30,06:37,SFO,08:40,08:46
20210724,TTA31,PDX,08:15,08:55,SEA,09:15,09:25
20210724,TTA11,LAX,09:50,09:58,SEA,12:35,12:41
20210724,TTA21,SFO,10:05,10:10,SEA,12:15,12:12
20210724,TTA32,SEA,10:15,10:16,PDX,11:15,11:11
20210724,TTA33,PDX,12:15,12:20,SEA,13:15,13:13
20210724,TTA22,SEA,13:35,13:35,SFO,15:45,15:52
20210724,TTA12,SEA,14:05,14:05,LAX,16:50,16:43
20210724,TTA34,SEA,14:15,14:19,PDX,15:15,15:16
20210724,TTA35,PDX,16:15,16:15,SEA,17:15,17:12
20210724,TTA23,SFO,17:35,17:35,SEA,19:45,19:48
20210724,TTA13,LAX,18:05,18:05,SEA,20:50,20:59
20210724,TTA36,SEA,18:15,18:18,PDX,19:15,19:10
20210724,TTA37,PDX,20:15,20:16,SEA,21:15,21:56
20210725,TTA10,SEA,06:10,06:05,LAX,08:55,08:56
20210725,TTA30,SEA,06:15,06:16,PDX,07:15,07:16
20210725,TTA20,SEA,06:30,06:27,SFO,08:40,08:44
20210725,TTA31,PDX,08:15,08:23,SEA,09:15,09:16
20210725,TTA11,LAX,09:50,09:54,SEA,12:35,12:34
20210725,TTA21,SFO,10:05,10:10,SEA,12:15,12:23
20210725,TTA32,SEA,10:15,10:16,PDX,11:15,11:23
20210725,TTA33,PDX,12:15,12:14,SEA,13:15,13:27
20210725,TTA22,SEA,13:35,13:34,SFO,15:45,15:55
20210725,TTA12,SEA,14:05,14:00,LAX,16:50,17:00
20210725,TTA34,SEA,14:15,14:20,PDX,15:15,15:23
20210725,TTA35,PDX,16:15,16:32,SEA,17:15,17:19
20210725,TTA23,SFO,17:35,17:29,SEA,19:45,21:21
20210725,TTA13,LAX,18:05,18:04,SEA,20:50,20:59
20210725,TTA36,SEA,18:15,18:17,PDX,19:15,19:23
20210725,TTA37,PDX,20:15,20:55,SEA,21:15,21:22
20210726,TTA10,SEA,06:10,06:11,LAX,08:55,09:03
20210726,TTA20,SEA,06:30,06:25,SFO,08:40,08:35
20210726,TTA30,SEA,06:15,06:35,PDX,07:15,07:24
20210726,TTA31,PDX,08:15,08:19,SEA,09:15,09:08
20210726,TTA11,LAX,09:50,10:00,SEA,12:35,12:45
20210726,TTA21,SFO,10:05,10:04,SEA,12:15,12:22
20210726,TTA32,SEA,10:15,10:27,PDX,11:15,11:24
20210726,TTA33,PDX,12:15,12:22,SEA,13:15,13:31
20210726,TTA22,SEA,13:35,13:43,SFO,15:45,15:42
20210726,TTA12,SEA,14:05,14:00,LAX,16:50,17:04
20210726,TTA34,SEA,14:15,14:10,PDX,15:15,15:17
20210726,TTA35,PDX,16:15,16:15,SEA,17:15,17:16
20210726,TTA23,SFO,17:35,17:44,SEA,19:45,21:20
20210726,TTA13,LAX,18:05,18:04,SEA,20:50,20:45
20210726,TTA36,SEA,18:15,18:33,PDX,19:15,19:17
20210726,TTA37,PDX,20:15,20:21,SEA,21:15,21:15
20210727,TTA10,SEA,06:10,06:14,LAX,08:55,09:03
20210727,TTA30,SEA,06:15,06:22,PDX,07:15,07:18
20210727,TTA20,SEA,06:30,07:30,SFO,08:40,08:36
20210727,TTA31,PDX,08:15,08:15,SEA,09:15,09:28
20210727,TTA11,LAX,09:50,09:49,SEA,12:35,12:45
20210727,TTA21,SFO,10:05,10:09,SEA,12:15,12:25
